4.3826 	INFO 	Loaded monitor calibration from ['2023_03_20 18:26']
8.6246 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.6248 	EXP 	window1: mouseVisible = True
8.6298 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='End of the Experiment!', units='height', win=Window(...), wrapWidth=1)
8.6301 	EXP 	window1: mouseVisible = True
8.7920 	EXP 	Created bg = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='./images_fMRI/grey_bg.png', interpolate=True, mask=None, maskParams=None, name='bg', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128, units='height', win=Window(...))
8.7922 	EXP 	window1: mouseVisible = True
8.9205 	EXP 	Created ref_white = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='./images_fMRI/Ref_white.png', interpolate=True, mask=None, maskParams=None, name='ref_white', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.43333333, 0.88148148]), texRes=128, units='height', win=Window(...))
8.9207 	EXP 	window1: mouseVisible = True
9.0499 	EXP 	Created ref_yellow = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='./images_fMRI/Ref_yellow.png', interpolate=True, mask=None, maskParams=None, name='ref_yellow', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.43333333, 0.88148148]), texRes=128, units='height', win=Window(...))
9.0501 	EXP 	window1: mouseVisible = True
9.1737 	EXP 	Created cw_white = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='cw_white', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.43333333, 0.88148148]), texRes=128, units='height', win=Window(...))
9.1740 	EXP 	window1: mouseVisible = True
9.2983 	EXP 	Created cw_yellow = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='cw_yellow', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.43333333, 0.88148148]), texRes=128, units='height', win=Window(...))
9.2985 	EXP 	window1: mouseVisible = True
9.4242 	EXP 	Created ccw_white = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='ccw_white', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.43333333, 0.88148148]), texRes=128, units='height', win=Window(...))
9.4244 	EXP 	window1: mouseVisible = True
9.5452 	EXP 	Created ccw_yellow = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='ccw_yellow', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.43333333, 0.88148148]), texRes=128, units='height', win=Window(...))
9.5453 	EXP 	window1: mouseVisible = True
9.6671 	EXP 	Created v_white = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='v_white', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.43333333, 0.88148148]), texRes=128, units='height', win=Window(...))
9.6672 	EXP 	window1: mouseVisible = True
9.7863 	EXP 	Created v_yellow = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='v_yellow', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.43333333, 0.88148148]), texRes=128, units='height', win=Window(...))
9.7864 	INFO 	The block order is ['M', 'C', 'M', 'C', 'C', 'M', 'C', 'C', 'M', 'M', 'C', 'M', 'M', 'C', 'C', 'C', 'M', 'M']
9.7864 	INFO 	The elips tilt degree is 1.5
9.8070 	WARNING 	t of last frame was 3778.93ms (=1/0)
9.8070 	EXP 	unnamed TextStim: height = 0.05
9.8070 	EXP 	unnamed TextStim: height = 0.05
9.8070 	EXP 	unnamed TextStim: height = 0.05
9.8070 	EXP 	unnamed TextStim: height = 0.05
9.8070 	EXP 	unnamed TextStim: height = 0.05
9.8070 	EXP 	unnamed TextStim: height = 0.05
9.8070 	EXP 	unnamed TextStim: height = 0.05
9.8070 	EXP 	unnamed TextStim: text = 'Whenever you are ready\n press a button to start. '
12.7033 	DATA 	Keypress: a
13.1857 	WARNING 	t of last frame was 508.32ms (=1/1)
13.1857 	EXP 	unnamed TextStim: height = 0.05
13.1857 	EXP 	unnamed TextStim: height = 0.05
13.1857 	EXP 	unnamed TextStim: height = 0.05
13.1857 	EXP 	unnamed TextStim: text = 'Waiting for the scanner triggers ...'
13.1859 	EXP 	window1: mouseVisible = False
44.5832 	DATA 	Keypress: lshift
44.5859 	DATA 	Keypress: t
44.5874 	INFO 	Trigger 1 time: 38.55126423600086
46.5866 	DATA 	Keypress: lshift
46.5880 	DATA 	Keypress: t
46.5889 	INFO 	Trigger 2 time: 40.55274358799943
48.5834 	DATA 	Keypress: lshift
48.5853 	DATA 	Keypress: t
48.5859 	INFO 	Trigger 3 time: 42.549718434998795
50.5834 	DATA 	Keypress: lshift
50.5856 	DATA 	Keypress: t
50.5862 	INFO 	Trigger 4 time: 44.55009331900146
52.5833 	DATA 	Keypress: lshift
52.5856 	DATA 	Keypress: t
52.5872 	INFO 	Trigger 5 time: 46.55105128200012
52.5873 	INFO 	Start of the main block 1 at 46.551206004998676
52.6035 	WARNING 	t of last frame was 39417.79ms (=1/0)
54.5829 	DATA 	Keypress: lshift
54.5848 	DATA 	Keypress: t
54.6044 	INFO 	Trial m_std_ccw at 48.56821787800072
54.6104 	WARNING 	t of last frame was 2006.93ms (=1/0)
55.6155 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
56.6006 	INFO 	Trial m_std_cw at 50.56443423699966
56.6021 	DATA 	Keypress: lshift
56.6034 	DATA 	Keypress: t
58.6007 	INFO 	Trial m_dev at 52.56454850699811
59.3241 	INFO 	Key a was pressed with a reaction time of 0.7160026620003919 seconds!
59.6091 	DATA 	Keypress: lshift
59.6108 	DATA 	Keypress: t
59.6147 	DATA 	Keypress: a
60.6181 	INFO 	Trial m_std_ccw at 54.58192318199872
60.6193 	DATA 	Keypress: lshift
60.6206 	DATA 	Keypress: t
62.5284 	INFO 	Trial m_std_cw at 56.49228972000128
63.5362 	DATA 	Keypress: lshift
63.5375 	DATA 	Keypress: t
64.6352 	INFO 	Trial m_std_ccw at 58.599034242000926
64.6379 	DATA 	Keypress: lshift
64.6401 	DATA 	Keypress: t
66.6566 	INFO 	Trial m_dev at 60.620438121000916
66.6581 	DATA 	Keypress: lshift
66.6595 	DATA 	Keypress: t
67.4340 	INFO 	Key a was pressed with a reaction time of 0.7683122330017795 seconds!
67.6695 	DATA 	Keypress: a
68.6357 	INFO 	Trial m_std_ccw at 62.59958684199955
68.6375 	DATA 	Keypress: lshift
68.6389 	DATA 	Keypress: t
70.6061 	INFO 	Trial m_std_cw at 64.56992930300112
70.6075 	DATA 	Keypress: lshift
70.6089 	DATA 	Keypress: t
72.5950 	INFO 	Trial m_std_ccw at 66.55881457899886
73.6021 	DATA 	Keypress: lshift
73.6035 	DATA 	Keypress: t
74.6211 	INFO 	Trial m_dev at 68.5849592070008
74.6246 	DATA 	Keypress: lshift
74.6272 	DATA 	Keypress: t
75.5891 	INFO 	Key a was pressed with a reaction time of 0.9556117940010154 seconds!
75.6372 	DATA 	Keypress: a
76.5835 	INFO 	Trial m_std_cw at 70.54732544999933
76.5853 	DATA 	Keypress: lshift
76.5872 	DATA 	Keypress: t
78.6339 	INFO 	Trial m_std_ccw at 72.59768939200148
78.6367 	DATA 	Keypress: lshift
78.6381 	DATA 	Keypress: t
80.6638 	INFO 	Trial m_std_cw at 74.62771354099823
80.6668 	DATA 	Keypress: lshift
80.6683 	DATA 	Keypress: t
82.7241 	INFO 	Trial m_dev at 76.68794862099821
82.7269 	DATA 	Keypress: lshift
82.7283 	DATA 	Keypress: t
83.7561 	INFO 	Key a was pressed with a reaction time of 1.0216746279984363 seconds!
84.7544 	INFO 	Trial m_std_cw at 78.71827172399935
84.7588 	DATA 	Keypress: a
84.7595 	DATA 	Keypress: lshift
84.7606 	DATA 	Keypress: t
86.7967 	INFO 	Trial m_std_cw at 80.76053929399859
86.7998 	DATA 	Keypress: lshift
86.8013 	DATA 	Keypress: t
88.7871 	INFO 	Trial m_std_ccw at 82.75096472799851
88.7910 	DATA 	Keypress: lshift
88.7925 	DATA 	Keypress: t
90.7785 	INFO 	End of the main block 1 at 84.7423329839985
90.7872 	DATA 	Keypress: lshift
90.7885 	DATA 	Keypress: t
90.7933 	EXP 	unnamed TextStim: height = 0.05
90.7933 	EXP 	unnamed TextStim: height = 0.05
90.7933 	EXP 	unnamed TextStim: height = 0.05
90.7933 	EXP 	unnamed TextStim: text = 'End of the block. \n (Please do not move!)'
92.5854 	DATA 	Keypress: lshift
92.5867 	DATA 	Keypress: t
94.5868 	DATA 	Keypress: lshift
94.5881 	DATA 	Keypress: t
96.5907 	DATA 	Keypress: lshift
96.5920 	DATA 	Keypress: t
98.5918 	DATA 	Keypress: lshift
98.5931 	DATA 	Keypress: t
100.5856 	DATA 	Keypress: lshift
100.5868 	DATA 	Keypress: t
100.7935 	INFO 	Start of the control block 2 at 94.75733406200015
102.5881 	DATA 	Keypress: lshift
102.5896 	DATA 	Keypress: t
102.8008 	INFO 	Trial c_std_ccw at 96.76467198300088
104.7563 	INFO 	Trial c_std_v at 98.72015046899833
104.7576 	DATA 	Keypress: lshift
104.7589 	DATA 	Keypress: t
106.7661 	INFO 	Trial c_dev_ccw at 100.72997270599808
107.2810 	INFO 	Key a was pressed with a reaction time of 0.5081365139994887 seconds!
107.7741 	DATA 	Keypress: lshift
107.7754 	DATA 	Keypress: t
107.7775 	DATA 	Keypress: a
108.8629 	INFO 	Trial c_std_cw at 102.82676438199996
108.8645 	DATA 	Keypress: lshift
108.8661 	DATA 	Keypress: t
110.8425 	INFO 	Trial c_std_cw at 104.8064115499983
110.8439 	DATA 	Keypress: lshift
110.8452 	DATA 	Keypress: t
112.8025 	INFO 	Trial c_std_ccw at 106.76632752500154
112.8055 	DATA 	Keypress: lshift
112.8071 	DATA 	Keypress: t
114.8031 	INFO 	Trial c_std_ccw at 108.76693229100056
114.8046 	DATA 	Keypress: lshift
114.8063 	DATA 	Keypress: t
116.7721 	INFO 	Trial c_dev_v at 110.73601350999888
117.3800 	INFO 	Key a was pressed with a reaction time of 0.6009691660001408 seconds!
117.7802 	DATA 	Keypress: lshift
117.7814 	DATA 	Keypress: t
117.7846 	DATA 	Keypress: a
118.8091 	INFO 	Trial c_std_cw at 112.77294685000015
118.8110 	DATA 	Keypress: lshift
118.8125 	DATA 	Keypress: t
120.8180 	INFO 	Trial c_std_v at 114.78181616499933
120.8207 	DATA 	Keypress: lshift
120.8221 	DATA 	Keypress: t
122.8186 	INFO 	Trial c_dev_v at 116.78250931000002
122.8215 	DATA 	Keypress: lshift
122.8227 	DATA 	Keypress: t
123.3971 	INFO 	Key a was pressed with a reaction time of 0.5689163460010604 seconds!
123.8321 	DATA 	Keypress: a
124.7382 	INFO 	Trial c_std_v at 118.70205975999852
124.7413 	DATA 	Keypress: lshift
124.7427 	DATA 	Keypress: t
126.7585 	INFO 	Trial c_std_cw at 120.72238562799976
126.7614 	DATA 	Keypress: lshift
126.7629 	DATA 	Keypress: t
128.8193 	INFO 	Trial c_std_ccw at 122.7831926430008
128.8206 	DATA 	Keypress: lshift
128.8235 	DATA 	Keypress: t
130.8704 	INFO 	Trial c_std_ccw at 124.83421840799929
130.8722 	DATA 	Keypress: lshift
130.8737 	DATA 	Keypress: t
132.7815 	INFO 	Trial c_dev_cw at 126.74538630499956
132.7845 	DATA 	Keypress: lshift
132.7859 	DATA 	Keypress: t
133.4121 	INFO 	Key a was pressed with a reaction time of 0.6194174199990812 seconds!
133.7949 	DATA 	Keypress: a
134.8427 	INFO 	Trial c_std_v at 128.8065929939985
134.8458 	DATA 	Keypress: lshift
134.8474 	DATA 	Keypress: t
136.9527 	INFO 	Trial c_std_cw at 130.9165963150008
136.9559 	DATA 	Keypress: lshift
136.9573 	DATA 	Keypress: t
138.9735 	INFO 	End of the control block 2 at 132.93737781600066
138.9771 	DATA 	Keypress: lshift
138.9785 	DATA 	Keypress: t
140.5960 	DATA 	Keypress: lshift
140.5976 	DATA 	Keypress: t
142.5905 	DATA 	Keypress: lshift
142.5922 	DATA 	Keypress: t
144.5903 	DATA 	Keypress: lshift
144.5918 	DATA 	Keypress: t
146.5901 	DATA 	Keypress: lshift
146.5913 	DATA 	Keypress: t
148.5911 	DATA 	Keypress: lshift
148.5923 	DATA 	Keypress: t
148.9835 	INFO 	Start of the main block 3 at 142.94733836700107
150.5873 	DATA 	Keypress: lshift
150.6003 	DATA 	Keypress: t
150.9904 	INFO 	Trial m_std_ccw at 144.95424029900096
153.0760 	INFO 	Trial m_std_cw at 147.03991119299826
153.0773 	DATA 	Keypress: lshift
153.0787 	DATA 	Keypress: t
155.1146 	INFO 	Trial m_dev at 149.07841972900133
155.1161 	DATA 	Keypress: lshift
155.1174 	DATA 	Keypress: t
155.7920 	INFO 	Key a was pressed with a reaction time of 0.6672164149968012 seconds!
156.1285 	DATA 	Keypress: a
157.2248 	INFO 	Trial m_std_cw at 151.18867367599887
157.2267 	DATA 	Keypress: lshift
157.2279 	DATA 	Keypress: t
159.1530 	INFO 	Trial m_std_ccw at 153.11689439900147
159.1569 	DATA 	Keypress: lshift
159.1584 	DATA 	Keypress: t
161.0744 	INFO 	Trial m_std_cw at 155.0382397579997
161.0772 	DATA 	Keypress: lshift
161.0786 	DATA 	Keypress: t
162.9848 	INFO 	Trial m_std_cw at 156.9486580949997
162.9878 	DATA 	Keypress: lshift
162.9896 	DATA 	Keypress: t
164.8954 	INFO 	Trial m_std_ccw at 158.85925338200104
164.8967 	DATA 	Keypress: lshift
164.8980 	DATA 	Keypress: t
166.9949 	INFO 	Trial m_dev at 160.95876037299968
167.7960 	INFO 	Key a was pressed with a reaction time of 0.7953978730001836 seconds!
168.0017 	DATA 	Keypress: lshift
168.0031 	DATA 	Keypress: t
168.0053 	DATA 	Keypress: a
168.9706 	INFO 	Trial m_std_cw at 162.93449809199956
168.9722 	DATA 	Keypress: lshift
168.9737 	DATA 	Keypress: t
170.9919 	INFO 	Trial m_std_ccw at 164.9557576719999
170.9948 	DATA 	Keypress: lshift
170.9963 	DATA 	Keypress: t
172.9218 	INFO 	Trial m_dev at 166.88568803999806
172.9250 	DATA 	Keypress: lshift
172.9263 	DATA 	Keypress: t
173.7471 	INFO 	Key a was pressed with a reaction time of 0.815071758999693 seconds!
173.9346 	DATA 	Keypress: a
174.9621 	INFO 	Trial m_std_ccw at 168.92591460900076
174.9653 	DATA 	Keypress: lshift
174.9667 	DATA 	Keypress: t
176.8730 	INFO 	Trial m_std_cw at 170.83686761499848
176.8742 	DATA 	Keypress: lshift
176.8755 	DATA 	Keypress: t
178.9618 	INFO 	Trial m_dev at 172.92565109800125
178.9633 	DATA 	Keypress: lshift
178.9646 	DATA 	Keypress: t
179.7761 	INFO 	Key a was pressed with a reaction time of 0.8048709779977798 seconds!
179.9733 	DATA 	Keypress: a
180.9612 	INFO 	Trial m_std_cw at 174.9250828760014
180.9644 	DATA 	Keypress: lshift
180.9664 	DATA 	Keypress: t
182.9421 	INFO 	Trial m_std_ccw at 176.9059811779989
182.9435 	DATA 	Keypress: lshift
182.9448 	DATA 	Keypress: t
185.0520 	INFO 	Trial m_std_ccw at 179.015894999
185.0533 	DATA 	Keypress: lshift
185.0560 	DATA 	Keypress: t
187.1623 	INFO 	End of the main block 3 at 181.12616901399815
187.1643 	DATA 	Keypress: lshift
187.1657 	DATA 	Keypress: t
188.5930 	DATA 	Keypress: lshift
188.5944 	DATA 	Keypress: t
190.5897 	DATA 	Keypress: lshift
190.5910 	DATA 	Keypress: t
192.5928 	DATA 	Keypress: lshift
192.5942 	DATA 	Keypress: t
194.5906 	DATA 	Keypress: lshift
194.5920 	DATA 	Keypress: t
196.5898 	DATA 	Keypress: lshift
196.5912 	DATA 	Keypress: t
197.1713 	INFO 	Start of the control block 4 at 191.13519474200075
198.5883 	DATA 	Keypress: lshift
198.5897 	DATA 	Keypress: t
199.1787 	INFO 	Trial c_std_cw at 193.14259034899806
201.1845 	INFO 	Trial c_std_ccw at 195.1483649840011
201.1858 	DATA 	Keypress: lshift
201.1871 	DATA 	Keypress: t
203.2527 	INFO 	Trial c_dev_cw at 197.21653769600016
203.2543 	DATA 	Keypress: lshift
203.2557 	DATA 	Keypress: t
203.6932 	INFO 	Key a was pressed with a reaction time of 0.43047285200009355 seconds!
204.2665 	DATA 	Keypress: a
205.2227 	INFO 	Trial c_std_v at 199.1866126419991
205.2245 	DATA 	Keypress: lshift
205.2259 	DATA 	Keypress: t
207.2350 	INFO 	Trial c_std_ccw at 201.1988859589983
207.2364 	DATA 	Keypress: lshift
207.2379 	DATA 	Keypress: t
209.2552 	INFO 	Trial c_std_v at 203.2190430599985
209.2584 	DATA 	Keypress: lshift
209.2600 	DATA 	Keypress: t
211.2663 	INFO 	Trial c_std_ccw at 205.23013342600098
211.2675 	DATA 	Keypress: lshift
211.2689 	DATA 	Keypress: t
213.2761 	INFO 	Trial c_std_v at 207.24001284599944
214.2834 	DATA 	Keypress: lshift
214.2848 	DATA 	Keypress: t
215.2824 	INFO 	Trial c_std_v at 209.24628956599918
215.2856 	DATA 	Keypress: lshift
215.2871 	DATA 	Keypress: t
217.3949 	INFO 	Trial c_dev_v at 211.3587257930012
217.3962 	DATA 	Keypress: lshift
217.3977 	DATA 	Keypress: t
217.9251 	INFO 	Key a was pressed with a reaction time of 0.519616338002379 seconds!
218.4075 	DATA 	Keypress: a
219.4055 	INFO 	Trial c_std_cw at 213.3693666149993
219.4084 	DATA 	Keypress: lshift
219.4099 	DATA 	Keypress: t
221.3167 	INFO 	Trial c_std_cw at 215.2805991230016
221.3199 	DATA 	Keypress: lshift
221.3222 	DATA 	Keypress: t
223.3681 	INFO 	Trial c_dev_ccw at 217.33198079700014
223.3693 	DATA 	Keypress: lshift
223.3708 	DATA 	Keypress: t
224.0371 	INFO 	Key a was pressed with a reaction time of 0.6595136830001138 seconds!
224.3814 	DATA 	Keypress: a
225.3676 	INFO 	Trial c_std_cw at 219.33146221399875
225.3693 	DATA 	Keypress: lshift
225.3713 	DATA 	Keypress: t
227.3886 	INFO 	Trial c_std_cw at 221.3524919699994
227.3900 	DATA 	Keypress: lshift
227.3913 	DATA 	Keypress: t
229.3875 	INFO 	Trial c_dev_v at 223.35137830999884
229.3906 	DATA 	Keypress: lshift
229.3920 	DATA 	Keypress: t
229.9400 	INFO 	Key a was pressed with a reaction time of 0.5426471650025633 seconds!
230.3997 	DATA 	Keypress: a
231.3474 	INFO 	Trial c_std_ccw at 225.31127924400062
231.3505 	DATA 	Keypress: lshift
231.3520 	DATA 	Keypress: t
233.3002 	INFO 	Trial c_std_ccw at 227.26406874199893
233.3016 	DATA 	Keypress: lshift
233.3030 	DATA 	Keypress: t
235.3590 	INFO 	End of the control block 4 at 229.32290461199955
235.3765 	DATA 	Keypress: lshift
235.3787 	DATA 	Keypress: t
236.5887 	DATA 	Keypress: lshift
236.5900 	DATA 	Keypress: t
238.5923 	DATA 	Keypress: lshift
238.5935 	DATA 	Keypress: t
240.5971 	DATA 	Keypress: lshift
240.5986 	DATA 	Keypress: t
242.5905 	DATA 	Keypress: lshift
242.5916 	DATA 	Keypress: t
244.5894 	DATA 	Keypress: lshift
244.5906 	DATA 	Keypress: t
245.3646 	INFO 	Start of the control block 5 at 239.32846332799818
246.5942 	DATA 	Keypress: lshift
246.5958 	DATA 	Keypress: t
247.3718 	INFO 	Trial c_std_cw at 241.33561067199844
249.3869 	INFO 	Trial c_std_v at 243.35074792600062
249.3883 	DATA 	Keypress: lshift
249.3897 	DATA 	Keypress: t
251.4771 	INFO 	Trial c_dev_v at 245.44091609899988
252.0561 	INFO 	Key a was pressed with a reaction time of 0.5720419009994657 seconds!
252.4852 	DATA 	Keypress: lshift
252.4866 	DATA 	Keypress: t
252.4887 	DATA 	Keypress: a
253.5141 	INFO 	Trial c_std_ccw at 247.47795501099972
253.5155 	DATA 	Keypress: lshift
253.5169 	DATA 	Keypress: t
255.5435 	INFO 	Trial c_std_cw at 249.5073434299993
255.5463 	DATA 	Keypress: lshift
255.5486 	DATA 	Keypress: t
257.5455 	INFO 	Trial c_std_cw at 251.50932280900088
257.5483 	DATA 	Keypress: lshift
257.5496 	DATA 	Keypress: t
259.6357 	INFO 	Trial c_std_ccw at 253.599526091999
259.6391 	DATA 	Keypress: lshift
259.6404 	DATA 	Keypress: t
260.6474 	DATA 	Keypress: lshift
260.6487 	DATA 	Keypress: t
261.6162 	INFO 	Trial c_std_cw at 255.58002478799972
262.6276 	DATA 	Keypress: lshift
262.6292 	DATA 	Keypress: t
263.5348 	INFO 	Trial c_dev_v at 257.4986993070015
264.0992 	INFO 	Key a was pressed with a reaction time of 0.5560863739992783 seconds!
264.5450 	DATA 	Keypress: a
265.5331 	INFO 	Trial c_std_ccw at 259.4970088839982
265.5363 	DATA 	Keypress: lshift
265.5397 	DATA 	Keypress: t
267.4467 	INFO 	Trial c_std_ccw at 261.41058723600145
267.4496 	DATA 	Keypress: lshift
267.4512 	DATA 	Keypress: t
269.5465 	INFO 	Trial c_std_v at 263.51035436500024
269.5495 	DATA 	Keypress: lshift
269.5511 	DATA 	Keypress: t
271.6580 	INFO 	Trial c_dev_ccw at 265.6218998020013
271.6610 	DATA 	Keypress: lshift
271.6626 	DATA 	Keypress: t
272.3601 	INFO 	Key a was pressed with a reaction time of 0.6910452009979053 seconds!
272.6715 	DATA 	Keypress: a
272.6726 	DATA 	Keypress: lshift
272.6738 	DATA 	Keypress: t
273.5891 	INFO 	Trial c_std_v at 267.55295603099876
274.5962 	DATA 	Keypress: lshift
274.5977 	DATA 	Keypress: t
275.5751 	INFO 	Trial c_std_ccw at 269.5390107130006
277.5937 	INFO 	Trial c_dev_cw at 271.55755563799903
277.5953 	DATA 	Keypress: lshift
277.5966 	DATA 	Keypress: t
278.2722 	INFO 	Key a was pressed with a reaction time of 0.6688204220008629 seconds!
278.6083 	DATA 	Keypress: a
278.6093 	DATA 	Keypress: lshift
278.6106 	DATA 	Keypress: t
279.5234 	INFO 	Trial c_std_cw at 273.48731229199984
281.5394 	INFO 	Trial c_std_v at 275.5032805789997
281.5407 	DATA 	Keypress: lshift
281.5422 	DATA 	Keypress: t
283.5384 	INFO 	End of the control block 5 at 277.502267044998
283.5559 	DATA 	Keypress: lshift
283.5583 	DATA 	Keypress: t
284.5970 	DATA 	Keypress: lshift
284.5984 	DATA 	Keypress: t
286.5941 	DATA 	Keypress: lshift
