thisRow.t,notes,WaitingForScannerTrigger.started,Vertical.started,key_resp.started,participant,session,run,BG_color,date,expName,psychopyVersion,frameRate,expStart,
,,0.005526611988898367,0.013579441991169006,0.013579441991169006,,,,,,,,,,
