image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,WaitingForScannerTrigger.started,Vertical.started,key_resp.started,WaitingForScannerTrigger.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,VDT.started,PresentedLine1.started,key_resp_2.started,FixDot2.started,PresentedLine1.stopped,VDT.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,run,BG_color,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.00492120097624138,0.012221638986375183,0.012221638986375183,0.984473636985058,s,0,0.9710251149954274,None,,,,,,,,,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,0,0,0,1.0368201049859636,,,,,,,,,,0.9932564009795897,1.0368201049859636,1.0368201049859636,1.7336968269955833,1.7853741479921155,1.9426961469871458,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,1,1,1,1.989908209972782,,,,,,,,,,1.9438161509751808,1.989908209972782,1.989908209972782,2.7324950309994165,2.7324950309994165,2.899781614978565,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-yellow.png,0,2,2,2,2.9487558829714544,,,,,,,,,,2.900530485989293,2.9816351429908536,2.9816351429908536,3.732954313978553,3.724447215994587,3.916122631984763,['space'],0,0.5205972290132195,None,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,3,3,3,3.96424170298269,,,,,,,,,,3.917086709989235,3.981263747991761,3.981263747991761,4.732920746988384,4.72444852697663,4.941690127976472,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,4,4,4,4.99078129499685,,,,,,,,,,4.942955347971292,4.99078129499685,4.99078129499685,5.7312286059896,5.7312286059896,5.933380989998113,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,5,5,5,5.980944233975606,,,,,,,,,,5.9341440119897015,5.990360861993395,5.990360861993395,6.732868897990556,6.732868897990556,6.941275115997996,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-yellow.png,0,6,6,6,6.983249005977996,,,,,,,,,,6.941981762996875,6.983249005977996,6.983249005977996,7.732030002982356,7.732030002982356,7.932586421986343,['space'],0,0.4939362320001237,None,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,7,7,7,7.988185732974671,,,,,,,,,,7.9335548379749525,7.988185732974671,7.988185732974671,8.730935850995593,8.730935850995593,8.941419176990166,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,8,8,8,8.991117339988705,,,,,,,,,,8.9422311699891,8.991117339988705,8.991117339988705,9.732133281999268,9.739862724993145,9.89984929797356,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,9,9,9,9.946787161985412,,,,,,,,,,9.900448558997596,9.979480653972132,9.979480653972132,10.730452099989634,10.722693891992094,10.94719751199591,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,10,10,10,10.996079257980455,,,,,,,,,,10.9481070379843,10.996079257980455,10.996079257980455,11.731906568980776,11.740374860994052,11.905748911987757,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-yellow.png,0,11,11,11,11.9530736769957,,,,,,,,,,11.906751334987348,11.979264313995373,11.979264313995373,12.729620882979361,12.721919224975863,12.94837515198742,['space'],0,0.5177808309963439,None,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,12,12,12,13.007491621974623,,,,,,,,,,12.949697658972582,13.007491621974623,13.007491621974623,13.730149018985685,13.75474852998741,13.930218621972017,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,13,13,13,13.970366629975615,,,,,,,,,,13.930812033999246,13.977845107991016,13.977845107991016,14.729782571987016,14.721552033995977,14.930767768993974,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-yellow.png,0,14,14,14,14.97605640097754,,,,,,,,,,14.931278642994585,14.987878840998746,14.987878840998746,15.729568016977282,15.729568016977282,15.922227927978383,['space'],0,0.5797629479784518,None,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,15,15,15,15.969461266999133,,,,,,,,,,15.923861893999856,15.977043369988678,15.977043369988678,16.72793455599458,16.7204251329822,16.904438650992233,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,16,16,16,16.942426148976665,,,,,,,,,,16.905120813986287,16.9781132209755,16.9781132209755,17.728661064000335,17.720507405989338,17.920899069984443,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,17,17,17,17.95638783898903,,,,,,,,,,17.92147150199162,17.9776066649938,17.9776066649938,18.72893269598717,18.72041064198129,18.929712337994715,None,0,,,sub-SM2,ses-5control,run-3,grey,2024-05-31_12h26.19.641,VDT,2023.2.3,120.18649771880531,2024-05-31 12h26.22.960217 +0200,
