image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,WaitingForScannerTrigger.started,Vertical.started,key_resp.started,WaitingForScannerTrigger.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,VDT.started,PresentedLine1.started,key_resp_2.started,FixDot2.started,PresentedLine1.stopped,VDT.stopped,key_resp_2.keys,key_resp_2.corr,FixDot2.stopped,key_resp_2.rt,key_resp_2.duration,key_resp_2.stopped,participant,session,run,BG_color,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.005839542020112276,0.013286780013004318,0.013286780013004318,0.9526941210206132,s,0,0.9296755789837334,None,,,,,,,,,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,0,0,0,1.0019378080032766,,,,,,,,,,0.9600248710194137,1.0019378080032766,1.0019378080032766,1.7004044520144816,1.7504001700144727,1.8936540540016722,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,1,1,1,1.9349410769937094,,,,,,,,,,1.8945678820018657,1.9505184880108573,1.9505184880108573,2.7006378899968695,2.6911237190070096,2.917746179009555,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,2,2,2,2.964979670010507,,,,,,,,,,2.9184974980016705,2.964979670010507,2.964979670010507,3.7001224650011864,3.707771892019082,3.9408853299974,['space'],0,3.939999266003724,0.5619423210155219,None,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,3,3,3,3.985954080999363,,,,,,,,,,3.9417365270201117,3.985954080999363,3.985954080999363,4.700080420006998,4.734231252019526,4.941088191000745,None,0,4.940294831001665,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,4,4,4,4.986355372006074,,,,,,,,,,4.94150889699813,4.986355372006074,4.986355372006074,5.700624801014783,5.73307400700287,5.918993144994602,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,5,5,5,5.964466191013344,,,,,,,,,,5.919808566017309,5.964466191013344,5.964466191013344,6.699499812995782,6.706844464002643,6.900622020009905,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,6,6,6,6.950426866009366,,,,,,,,,,6.901825316017494,6.957328482996672,6.957328482996672,7.699512822000543,7.699512822000543,7.883762293000473,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,7,7,7,7.93405691802036,,,,,,,,,,7.884763216017745,7.956108739017509,7.956108739017509,8.69907242199406,8.69907242199406,8.906906696996884,['space'],0,,0.6119536439946387,None,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,8,8,8,8.949885042005917,,,,,,,,,,8.907543123001233,8.949885042005917,8.949885042005917,9.698882336000679,9.690289996011415,9.89981505202013,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,9,9,9,9.947253064019606,,,,,,,,,,9.900858116016025,9.955233357992256,9.955233357992256,10.69867550500203,10.69867550500203,10.866122928011464,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,10,10,10,10.912104076996911,,,,,,,,,,10.867084322002484,10.948573508998379,10.948573508998379,11.698284523008624,11.688161936006509,11.91634990501916,['space'],0,,0.60169268399477,None,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,11,11,11,11.964408461004496,,,,,,,,,,11.917728755011922,11.964408461004496,11.964408461004496,12.697918765014037,12.705320064007537,12.866546222998295,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,12,12,12,12.914446769020287,,,,,,,,,,12.867436544009252,12.947906857996713,12.947906857996713,13.697932533017593,13.687717912020162,13.965603638993343,None,0,13.93714095899486,,,13.93714095899486,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,13,13,13,14.013259833998745,,,,,,,,,,13.966534149018116,14.013259833998745,14.013259833998745,14.69888913401519,14.757620771997608,14.880974474013783,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,14,14,14,14.921097282000119,,,,,,,,,,14.882044474012218,14.946944555995287,14.946944555995287,15.697004247020232,15.688830158993369,15.9317698040104,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,15,15,15,15.983995442016749,,,,,,,,,,15.933139661006862,15.983995442016749,15.983995442016749,16.70029823499499,16.747298649017466,16.871662221994484,['space'],0,,0.5481878969876561,None,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,16,16,16,16.921764002006967,,,,,,,,,,16.872536067996407,16.94624452100834,16.94624452100834,17.69684191700071,17.686810776998755,17.905142325995257,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,17,17,17,17.954848986002617,,,,,,,,,,17.905847070011077,17.954848986002617,17.954848986002617,18.69684264200623,18.69684264200623,18.89034748499398,None,0,,,,,sub-SM2,ses-4main,run-5,grey,2024-05-31_12h25.13.832,VDT,2023.2.3,117.77042124594466,2024-05-31 12h25.17.087099 +0200,
