image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,WaitingForScannerTrigger.started,Vertical.started,key_resp.started,WaitingForScannerTrigger.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,VDT.started,PresentedLine1.started,key_resp_2.started,FixDot2.started,PresentedLine1.stopped,VDT.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,run,BG_color,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.005002316000172868,0.012124992004828528,0.012124992004828528,0.5312106189958286,s,0,0.5161516930093057,None,,,,,,,,,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,0,0,0,0.5817233459965792,,,,,,,,,,0.5405329210043419,0.5817233459965792,0.5817233459965792,1.2801788979850244,1.3289929539896548,1.4726555169909261,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,1,1,1,1.518786447995808,,,,,,,,,,1.4738375059969258,1.526731224003015,1.526731224003015,2.2793381770025007,2.2793381770025007,2.4890111869899556,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,2,2,2,2.539043230994139,,,,,,,,,,2.4900199199910276,2.539043230994139,2.539043230994139,3.27957697500824,3.290598928986583,3.474036500992952,['space'],0,0.5785164810076822,None,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,3,3,3,3.5221320469863713,,,,,,,,,,3.4751078539993614,3.528940218995558,3.528940218995558,4.2802933669881895,4.271120327000972,4.454477385006612,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,4,4,4,4.489410209993366,,,,,,,,,,4.455025929986732,4.527381799998693,4.527381799998693,5.278267282003071,5.270472181000514,5.471724617993459,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,5,5,5,5.522660977003397,,,,,,,,,,5.472997625998687,5.536711228982313,5.536711228982313,6.286968504980905,6.286968504980905,6.477909054985503,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,6,6,6,6.525541338982293,,,,,,,,,,6.478489483008161,6.536591440992197,6.536591440992197,7.278580979997059,7.278580979997059,7.462204782990739,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,7,7,7,7.509223925997503,,,,,,,,,,7.462777393986471,7.536095254006796,7.536095254006796,8.277716384007363,8.277716384007363,8.477838371007238,['space'],0,0.5066272080002818,None,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,8,8,8,8.519122036988847,,,,,,,,,,8.478481124999234,8.525900827982696,8.525900827982696,9.292895065998891,9.27165643099579,9.504023897985462,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,9,9,9,9.555377991986461,,,,,,,,,,9.50499942098395,9.555377991986461,9.555377991986461,10.278298241988523,10.304554689995712,10.478100963984616,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CCW-3_BG-grey_stim-white.png,0,10,10,10,10.525495920999674,,,,,,,,,,10.47868192999158,10.53830985800596,10.53830985800596,11.278313636983512,11.285921548987972,11.440972132986644,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,11,11,11,11.482727091992274,,,,,,,,,,11.441472548001911,11.526777619990753,11.526777619990753,12.276388751983177,12.276388751983177,12.443511799006956,['space'],0,0.7598800879786722,None,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,12,12,12,12.485212297004182,,,,,,,,,,12.444203113002004,12.525065964990063,12.525065964990063,13.276421760005178,13.268300152994925,13.469186487986008,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,13,13,13,13.522534686984727,,,,,,,,,,13.470374038995942,13.53449610498501,13.53449610498501,14.275346557988087,14.275346557988087,14.492881865007803,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,14,14,14,14.542238088994054,,,,,,,,,,14.493476987001486,14.542238088994054,14.542238088994054,15.27583474200219,15.284211288992083,15.485121562989661,['space'],0,0.5650901920162141,None,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,15,15,15,15.528314923983999,,,,,,,,,,15.485865164984716,15.528314923983999,15.528314923983999,16.27563152098446,16.27563152098446,16.45989450198249,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,16,16,16,16.507777032995364,,,,,,,,,,16.460506003000773,16.524004815990338,16.524004815990338,17.27409983499092,17.26719365498866,17.441843317996245,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
./images_eeg/Sphere_CW-3_BG-grey_stim-white.png,0,17,17,17,17.48306296300143,,,,,,,,,,17.442277630005265,17.52420218399493,17.52420218399493,18.275353870994877,18.266923065006267,18.475651621003635,None,0,,,sub-SM2,ses-4main,run-3,grey,2024-05-31_12h24.30.535,VDT,2023.2.3,124.31888635312491,2024-05-31 12h24.33.694819 +0200,
