image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,WaitingForScannerTrigger.started,Vertical.started,key_resp.started,WaitingForScannerTrigger.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,VDT.started,PresentedLine1.started,key_resp_2.started,FixDot2.started,PresentedLine1.stopped,VDT.stopped,key_resp_2.keys,key_resp_2.corr,FixDot2.stopped,participant,session,run,BG_color,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.00515860301675275,0.012963659013621509,0.012963659013621509,92.998604694003,s,0,92.96745274198474,None,,,,,,,,,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_CW-0.75_BG-grey_stim-white.png,0,0,0,0,93.05885583400959,,,,,,,,,,93.01171108600101,93.05885583400959,93.05885583400959,93.74655795400031,93.80403603400919,93.92821258801268,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_CCW-0.75_BG-grey_stim-white.png,0,1,1,1,93.9773629400006,,,,,,,,,,93.92969466399518,94.00072721001925,94.00072721001925,94.74353310000151,94.74353310000151,94.93465216801269,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_CW-0.75_BG-grey_stim-white.png,0,2,2,2,94.97402204701211,,,,,,,,,,94.9350937900017,95.00041810201947,95.00041810201947,95.74333703299635,95.74333703299635,95.93522634499823,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_CW-0.75_BG-grey_stim-white.png,0,3,3,3,95.98005025900784,,,,,,,,,,95.93589695901028,95.99970565800322,95.99970565800322,96.74301299001672,96.74301299001672,96.97744184001931,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_CCW-0.75_BG-grey_stim-white.png,0,4,4,4,97.02805540899863,,,,,,,,,,96.97849104899797,97.02805540899863,97.02805540899863,97.74498803800088,97.79289663801319,97.92756508200546,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_Ref_BG-grey_stim-white.png,0,5,5,5,97.97569553100038,,,,,,,,,,97.92836893800995,97.99921357800486,97.99921357800486,98.74244495600578,98.74244495600578,98.90121881401865,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_CCW-0.75_BG-grey_stim-white.png,0,6,6,6,98.9510340350098,,,,,,,,,,98.90195333902375,98.99289784999564,98.99289784999564,99.74254749101237,99.73256189201493,99.93361750600161,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_CCW-0.75_BG-grey_stim-white.png,0,7,7,7,99.9804785970191,,,,,,,,,,99.93434474201058,99.998539866996,99.998539866996,100.74397980299545,100.74397980299545,100.9621148230217,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
./images_eeg/Sphere_CW-0.75_BG-grey_stim-white.png,0,8,8,8,101.01185845400323,,,,,,,,,,100.96285602002172,101.01185845400323,101.01185845400323,101.74195690499619,101.7579206500086,101.9323600140051,None,0,,sub-DDS_testrun2,ses-1main,run-5,grey,2024-10-15_11h34.08.266,VDT,2023.2.3,None,2024-10-15 11h34.15.858730 +0200,
